thai sentence,english sentence,thai phoneme,english phoneme
ฉันชอบฟังเพลงคลาสสิกเวลาทำงานเพราะทำให้ผ่อนคลาย,I like listening to classical music while working because it relaxes me,cʰ a5 n _ cʰ ᴐː3 p _ f a ŋ _ pʰl eː ŋ _ kʰl aː4 s s i2 k _ w eː l aː tʰ a m ŋ aː n _ pʰr ᴐ4 _ tʰ a m h a3 j _ pʰ ᴐː2 n kʰl aː j,aɪ _ l aɪ k _ l ɪ s ə n ɪ ŋ _ t ə _ k l æ s ɪ k əl _ m j uː z ɪ k _ w aɪ l _ w ɜː k ɪ ŋ _ b ɪ k ʌ z _ ɪ t _ ɹ ɪ l æ k s ᵻ z _ m iː
อาหารที่ร้านนี้อร่อยมากและบรรยากาศก็ดีฉันอยากพาคุณมาลอง,The food at this restaurant is very delicious and the atmosphere is good; I want to bring you to try it,ʔ aː h aː5 n _ tʰ iː3 _ r aː4 n _ n iː4 _ ʔ a2 r ᴐː2 j _ m aː3 k _ l ɛ4 _ b a n j aː k aː2 t _ k ᴐː3 _ d iː cʰ a5 n _ j aː2 k _ pʰ aː _ kʰ u n _ m aː _ l ᴐː ŋ,ð ə _ f uː d _ æ t _ ð ɪ s _ ɹ ɛ s t ɹ ɑː n t _ ɪ z _ v ɛ ɹ i _ d ɪ l ɪ ʃ ə s _ æ n d _ ð ɪ _ æ t m ə s f ɪ ɹ _ ɪ z _ ɡ ʊ d ; _ aɪ _ w ɑː n t _ t ə _ b ɹ ɪ ŋ _ j uː _ t ə _ t ɹ aɪ _ ɪ t
ถ้าเรามีโอกาสฉันอยากเรียนภาษาต่างประเทศเพิ่มเติม,"If we have the chance, I'd like to learn more foreign languages",tʰ aː3 _ r a w _ m iː _ ʔ oː k aː2 t _ cʰ a5 n _ j aː2 k _ r iːa n _ pʰ aː s aː5 t aː2 ŋ pr a2 tʰ eː3 t _ pʰ ɤː3 m t ɤː m,"ɪ f _ w iː _ h æ v _ ð ə _ tʃ æ n s , _ aɪ d _ l aɪ k _ t ə _ l ɜː n _ m oːɹ _ f ɔː ɹ ə n _ l æ ŋ ɡ w ɪ dʒ ᵻ z"
งานศิลปะที่แสดงในพิพิธภัณฑ์นี้สะท้อนถึงวัฒนธรรมไทยได้ดีมาก,The artworks exhibited in this museum reflect Thai culture very well,ŋ aː n _ s i5 n l a4 p a2 _ tʰ iː3 _ s a2 d ɛː ŋ _ n a j _ pʰ i4 pʰ i4 t tʰ a4 pʰ a n _ n iː4 _ s a2 tʰ ᴐː4 n _ tʰ ɯ5 ŋ _ w a4 t tʰ a4 n a4 tʰ a m _ tʰ a j _ d aː3 j _ d iː _ m aː3 k,ð ɪ _ ɑːɹ t w ɜː k s _ ɛ ɡ z ɪ b ɪ ɾ ᵻ d _ ɪ n _ ð ɪ s _ m j uː z iə m _ ɹ ɪ f l ɛ k t _ t aɪ _ k ʌ l tʃ ɚ _ v ɛ ɹ i _ w ɛ l
ฉันกำลังหาหนังสือเล่มใหม่ที่จะอ่านมีเรื่องไหนที่คุณแนะนำบ้าง,I'm looking for a new book to read; are there any stories you recommend?,cʰ a5 n _ k a m l a ŋ _ h aː5 _ n a5 ŋ s ɯː5 _ l eː3 m _ m a2 j _ tʰ iː3 _ c a2 _ ʔ aː2 n _ m iː _ r ɯːa3 ŋ _ n a5 j _ tʰ iː3 _ kʰ u n _ n ɛ4 n a m _ b aː3 ŋ,aɪ m _ l ʊ k ɪ ŋ _ f ɚ ɹ ə _ n uː _ b ʊ k _ t ə _ ɹ iː d ; _ ɑːɹ _ ð ɛ ɹ _ ɛ n i _ s t oː ɹ ɪ z _ j uː _ ɹ ɛ k ə m ɛ n d ?
ถึงแม้ว่าฝนจะตกเราก็ยังสามารถไปช็อปปิ้งที่ห้างสรรพสินค้าได้,"Even though it's raining, we can still go shopping at the mall",tʰ ɯ5 ŋ m ɛː4 w aː3 _ f o5 n _ c a2 _ t o2 k _ r a w _ k ᴐː3 _ j a ŋ _ s aː5 m aː3 t _ p a j _ cʰ ᴐ4 p _ p i3 ŋ _ tʰ iː3 _ h aː3 ŋ s a2 p pʰ a4 s i5 n kʰ aː4 _ d aː3 j,"iː v ə n _ ð oʊ _ ɪ t s _ ɹ eɪ n ɪ ŋ , _ w iː _ k æ n _ s t ɪ l _ ɡ oʊ _ ʃ ɑː p ɪ ŋ _ æ t _ ð ə _ m ɔː l"
คุณอยากลองทำขนมสูตรใหม่นี้กับฉันไหมน่าจะสนุกดีนะ,Would you like to try making this new dessert recipe with me? It should be fun,kʰ u n _ j aː2 k _ l ᴐː ŋ _ tʰ a m _ kʰ a2 n o5 m _ s uː2 t _ m a2 j _ n iː4 _ k a2 p _ cʰ a5 n _ m a5 j _ n aː3 c a2 _ s a2 n u2 k _ d iː _ n a4,w ʊ d _ j uː _ l aɪ k _ t ə _ t ɹ aɪ _ m eɪ k ɪ ŋ _ ð ɪ s _ n uː _ d ɪ z ɜː t _ ɹ ɛ s ɪ p iː _ w ɪ ð _ m iː ? _ ɪ t _ ʃ ʊ d _ b iː _ f ʌ n
เมื่อฉันมีเวลาว่างฉันมักจะไปวิ่งที่สวนเพื่อสุขภาพที่ดีขึ้น,"When I have free time, I often go running in the park for better health",m ɯːa3 _ cʰ a5 n _ m iː _ w eː l aː w aː3 ŋ _ cʰ a5 n _ m a4 k _ c a2 _ p a j _ w i3 ŋ _ tʰ iː3 _ s uːa5 n _ pʰ ɯːa3 _ s u2 k kʰ a2 pʰ aː3 p _ tʰ iː3 _ d iː _ kʰ ɯ3 n,"w ɛ n _ aɪ _ h æ v _ f ɹ iː _ t aɪ m , _ aɪ _ ɔ f ə n _ ɡ oʊ _ ɹ ʌ n ɪ ŋ _ ɪ n ð ə _ p ɑːɹ k _ f ɔːɹ _ b ɛ ɾ ɚ _ h ɛ l θ"
ฉันคิดว่าหนังเรื่องนี้มีความหมายลึกซึ้งและน่าติดตามมาก,I think this movie has a deep meaning and is very engaging,cʰ a5 n _ kʰ i4 t _ w aː3 _ n a5 ŋ _ r ɯːa3 ŋ _ n iː4 _ m iː _ kʰw aː m m aː5 j _ l ɯ4 k s ɯ4 ŋ _ l ɛ4 _ n aː3 _ t i2 t t aː m _ m aː3 k,aɪ _ θ ɪ ŋ k _ ð ɪ s _ m uː v i _ h ɐ z _ ɐ _ d iː p _ m iː n ɪ ŋ _ æ n d _ ɪ z _ v ɛ ɹ i _ ɛ n ɡ eɪ dʒ ɪ ŋ
ถ้าเราตั้งใจทำงานอย่างเต็มที่ความสำเร็จก็จะตามมาเอง,"If we dedicate ourselves fully to work, success will naturally follow",tʰ aː3 _ r a w _ t a3 ŋ c a j _ tʰ a m ŋ aː n _ j aː2 ŋ _ t e m tʰ iː3 _ kʰw aː m s a5 m r e2 t _ k ᴐː3 _ c a2 _ t aː m _ m aː _ ʔ eː ŋ,"ɪ f _ w iː _ d ɛ d ᵻ k eɪ t _ aɪʊɹ s ɛ l v z _ f ʊ l i _ t ə _ w ɜː k , _ s ə k s ɛ s _ w ɪ l _ n æ tʃ ɚ ɹ əl i _ f ɑː l oʊ"
คุณช่วยอธิบายปัญหานี้ให้ฉันฟังอีกครั้งได้ไหมฉันยังไม่เข้าใจ,Could you please explain this problem to me again? I still don't understand,kʰ u n _ cʰ uːa3 j _ ʔ a2 tʰ i4 b aː j _ p a n h aː5 _ n iː4 _ h a3 j _ cʰ a5 n _ f a ŋ _ ʔ iː2 k _ kʰr a4 ŋ _ d aː3 j _ m a5 j _ cʰ a5 n _ j a ŋ _ m a3 j _ kʰ a3 w c a j,k ʊ d _ j uː _ p l iː z _ ɛ k s p l eɪ n _ ð ɪ s _ p ɹ ɑː b l ə m _ t ə _ m iː _ ɐ ɡ ɛ n ? _ aɪ _ s t ɪ l _ d oʊ n t _ ʌ n d ɚ s t æ n d
การเดินทางครั้งนี้จะเป็นประสบการณ์ที่ดีสำหรับพวกเราทุกคน,This trip will be a good experience for all of us,k aː n _ d ɤː n tʰ aː ŋ _ kʰr a4 ŋ n iː4 _ c a2 _ p e n _ pr a2 s o2 p k aː n _ tʰ iː3 _ d iː _ s a5 m r a2 p _ pʰ uːa3 k r a w _ tʰ u4 k _ kʰ o n,ð ɪ s _ t ɹ ɪ p _ w ɪ l _ b iː _ ɐ _ ɡ ʊ d _ ɛ k s p iə ɹ ɪ ə n s _ f ɔː ɹ _ ɔː l _ ʌ v _ ʌ s
ฉันหวังว่าคืนนี้ฉันจะนอนหลับฝันดีและตื่นมาอย่างสดชื่น,I hope that tonight I will sleep well and wake up feeling refreshed,cʰ a5 n _ w a5 ŋ _ w aː3 _ kʰ ɯː n n iː4 _ cʰ a5 n _ c a2 _ n ᴐː n l a2 p _ f a5 n _ d iː _ l ɛ4 _ t ɯː2 n _ m aː _ j aː2 ŋ _ s o2 t cʰ ɯː3 n,aɪ _ h oʊ p _ ð æ t _ t ə n aɪ t _ aɪ _ w ɪ l _ s l iː p _ w ɛ l _ æ n d _ w eɪ k _ ʌ p _ f iː l ɪ ŋ _ ɹ ɪ f ɹ ɛ ʃ t
ถ้าคุณรู้สึกเหนื่อยเราสามารถพักสักครู่แล้วค่อยเริ่มใหม่,"If you're feeling tired, we can rest for a moment and then start again",tʰ aː3 _ kʰ u n _ r uː4 s ɯ2 k _ n ɯːa2 j _ r a w _ s aː5 m aː3 t _ pʰ a4 k _ s a2 k kʰr uː3 _ l ɛː4 w _ kʰ ᴐː3 j _ r ɤː3 m _ m a2 j,"ɪ f _ j ʊɹ _ f iː l ɪ ŋ _ t aɪɚ d , _ w iː _ k æ n _ ɹ ɛ s t _ f ɚ ɹ ə _ m oʊ m ə n t _ æ n d _ ð ɛ n _ s t ɑːɹ t _ ɐ ɡ ɛ n"
อาหารเช้าที่ดีจะช่วยให้เรามีพลังงานตลอดทั้งวัน,A good breakfast will help us have energy throughout the day,ʔ aː h aː5 n cʰ a4 w _ tʰ iː3 _ d iː _ c a2 _ cʰ uːa3 j _ h a3 j _ r a w _ m iː _ pʰ a4 l a ŋ ŋ aː n _ t a2 l ᴐː2 t _ tʰ a4 ŋ _ w a n,ɐ _ ɡ ʊ d _ b ɹ ɛ k f ə s t _ w ɪ l _ h ɛ l p _ ʌ s _ h æ v _ ɛ n ɚ dʒ i _ θ ɹ uː aʊ t _ ð ə _ d eɪ
เมื่อวานนี้ฉันพบเพื่อนเก่าที่ไม่ได้เจอกันมานานมากแล้ว,Yesterday I met an old friend whom I haven't seen for a very long time,m ɯːa3 w aː n n iː4 _ cʰ a5 n _ pʰ o4 p _ pʰ ɯːa3 n _ k a2 w _ tʰ iː3 _ m a3 j d aː3 j _ c ɤː _ k a n _ m aː _ n aː n _ m aː3 k _ l ɛː4 w,j ɛ s t ɚ d eɪ _ aɪ _ m ɛ t _ ɐ n _ oʊ l d _ f ɹ ɛ n d _ h uː m _ aɪ _ h æ v ə n t _ s iː n _ f ɚ ɹ ə _ v ɛ ɹ i _ l ɑː ŋ _ t aɪ m
ถ้าเราประหยัดเงินตั้งแต่วันนี้อนาคตเราจะมีความมั่นคงขึ้น,"If we save money starting today, our future will be more secure",tʰ aː3 _ r a w _ pr a2 j a2 t _ ŋ ɤ n _ t a3 ŋ t ɛː2 _ w a n n iː4 _ ʔ a2 n aː kʰ o4 t _ r a w _ c a2 _ m iː _ kʰw aː m m a3 n kʰ o ŋ _ kʰ ɯ3 n,"ɪ f _ w iː _ s eɪ v _ m ʌ n i _ s t ɑːɹ ɾ ɪ ŋ _ t ə d eɪ , _ aʊ ɚ _ f j uː tʃ ɚ _ w ɪ l _ b iː _ m oːɹ _ s ɪ k j ʊɹ"
ฉันชอบดื่มชาร้อนในตอนเช้าเพราะทำให้รู้สึกสดชื่น,I like drinking hot tea in the morning because it makes me feel refreshed,cʰ a5 n _ cʰ ᴐː3 p _ d ɯː2 m _ cʰ aː _ r ᴐː4 n n a j _ t ᴐː n cʰ a4 w _ pʰr ᴐ4 _ tʰ a m h a3 j _ r uː4 s ɯ2 k _ s o2 t cʰ ɯː3 n,aɪ _ l aɪ k _ d ɹ ɪ ŋ k ɪ ŋ _ h ɑː t _ t iː _ ɪ n ð ə _ m ɔːɹ n ɪ ŋ _ b ɪ k ʌ z _ ɪ t _ m eɪ k s _ m iː _ f iː l _ ɹ ɪ f ɹ ɛ ʃ t
คุณได้ยินข่าวล่าสุดเกี่ยวกับการเปิดตัวผลิตภัณฑ์ใหม่หรือยัง,Have you heard the latest news about the new product launch yet?,kʰ u n _ d aː3 j j i n _ kʰ aː2 w _ l aː3 s u2 t _ k iːa2 w k a2 p _ k aː n _ p ɤː2 t t uːa _ pʰ a2 l i2 t t a2 pʰ a n _ m a2 j _ r ɯː5 j a ŋ,h æ v _ j uː _ h ɜː d _ ð ə _ l eɪ ɾ ə s t _ n uː z _ ɐ b aʊ t _ ð ə _ n uː _ p ɹ ɑː d ʌ k t _ l ɑː n tʃ _ j ɛ t ?
การอ่านหนังสือนอกจากจะสนุกแล้วยังช่วยเพิ่มความรู้ด้วย,Reading books is not only fun but also helps increase knowledge,k aː n _ ʔ aː2 n n a5 ŋ s ɯː5 _ n ᴐː3 k c aː2 k _ c a2 _ s a2 n u2 k _ l ɛː4 w _ j a ŋ _ cʰ uːa3 j _ pʰ ɤː3 m _ kʰw aː m r uː4 _ d uːa3 j,ɹ iː d ɪ ŋ _ b ʊ k s _ ɪ z _ n ɑː t _ oʊ n l i _ f ʌ n _ b ʌ t _ ɑː l s oʊ _ h ɛ l p s _ ɪ n k ɹ iː s _ n ɑː l ɪ dʒ
ถ้าเราช่วยกันทำงานนี้จะเสร็จเร็วขึ้นและไม่เหนื่อยมาก,"If we help each other with this work, it will be finished faster and won't be too tiring",tʰ aː3 _ r a w _ cʰ uːa3 j _ k a n _ tʰ a m ŋ aː n _ n iː4 _ c a2 _ s e2 t _ r e w _ kʰ ɯ3 n _ l ɛ4 _ m a3 j _ n ɯːa2 j _ m aː3 k,"ɪ f _ w iː _ h ɛ l p _ iː tʃ _ ʌ ð ɚ _ w ɪ ð _ ð ɪ s _ w ɜː k , _ ɪ t _ w ɪ l _ b iː _ f ɪ n ɪ ʃ t _ f æ s t ɚ _ æ n d _ w oʊ n t _ b iː _ t uː _ t aɪɚ ɹ ɪ ŋ"
ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่แข็งแรงขึ้น,I intend to exercise every day for better health,cʰ a5 n _ t a3 ŋ c a j _ w aː3 _ c a2 _ ʔ ᴐː2 k k a m l a ŋ k aː j _ tʰ u4 k _ w a n _ pʰ ɯːa3 _ s u2 k kʰ a2 pʰ aː3 p _ tʰ iː3 _ kʰ ɛ5 ŋ r ɛː ŋ _ kʰ ɯ3 n,aɪ _ ɪ n t ɛ n d _ t ʊ _ ɛ k s ɚ s aɪ z _ ɛ v ɹ i _ d eɪ _ f ɔːɹ _ b ɛ ɾ ɚ _ h ɛ l θ
เมื่อถึงวันหยุดฉันอยากจะพักผ่อนที่บ้านและดูหนังเรื่องโปรด,"When the holiday comes, I want to relax at home and watch my favorite movie",m ɯːa3 _ tʰ ɯ5 ŋ _ w a n j u2 t _ cʰ a5 n _ j aː2 k _ c a2 _ pʰ a4 k pʰ ᴐː2 n _ tʰ iː3 _ b aː3 n _ l ɛ4 _ d uː _ n a5 ŋ _ r ɯːa3 ŋ _ pr oː2 t,"w ɛ n _ ð ə _ h ɑː l ɪ d eɪ _ k ʌ m z , _ aɪ _ w ɑː n t _ t ə _ ɹ ɪ l æ k s _ æ t _ h oʊ m _ æ n d _ w ɑː tʃ _ m aɪ _ f eɪ v ɚ ɹ ᵻ t _ m uː v i"
คุณคิดว่าเราควรไปเที่ยวที่ไหนในวันหยุดสุดสัปดาห์นี้ดี,Where do you think we should go for a trip this weekend?,kʰ u n _ kʰ i4 t _ w aː3 _ r a w _ kʰ uːa n _ p a j _ tʰ iːa3 w _ tʰ iː3 n a5 j _ n a j _ w a n j u2 t s u2 t s a2 p d aː _ n iː4 _ d iː,w ɛɹ _ d uː _ j uː _ θ ɪ ŋ k _ w iː _ ʃ ʊ d _ ɡ oʊ _ f ɚ ɹ ə _ t ɹ ɪ p _ ð ɪ s _ w iː k ɛ n d ?
ฉันเพิ่งเรียนรู้การทำขนมเค้กและอยากลองทำให้คุณชิม,I just learned how to bake a cake and want to try making it for you to taste,cʰ a5 n _ pʰ ɤː3 ŋ _ r iːa n r uː4 _ k aː n _ tʰ a m _ kʰ a2 n o5 m kʰ eː4 k _ l ɛ4 _ j aː2 k _ l ᴐː ŋ _ tʰ a m h a3 j _ kʰ u n _ cʰ i m,aɪ _ dʒ ʌ s t _ l ɜː n d _ h aʊ _ t ə _ b eɪ k _ ɐ _ k eɪ k _ æ n d _ w ɑː n t _ t ə _ t ɹ aɪ _ m eɪ k ɪ ŋ _ ɪ t _ f ɔːɹ _ j uː _ t ə _ t eɪ s t
ถ้าเรามีความฝันเราก็ควรพยายามทำให้เป็นจริงด้วยความมุ่งมั่น,"If we have dreams, we should strive to make them come true with determination",tʰ aː3 _ r a w _ m iː _ kʰw aː m f a5 n _ r a w _ k ᴐː3 _ kʰ uːa n _ pʰ a4 j aː j aː m _ tʰ a m h a3 j _ p e n _ c i ŋ _ d uːa3 j _ kʰw aː m _ m u3 ŋ m a3 n,"ɪ f _ w iː _ h æ v _ d ɹ iː m z , _ w iː _ ʃ ʊ d _ s t ɹ aɪ v _ t ə _ m eɪ k _ ð ɛ m _ k ʌ m _ t ɹ uː _ w ɪ ð _ d ɪ t ɜː m ᵻ n eɪ ʃ ə n"
ฉันชอบฟังเสียงคลื่นทะเลเวลานั่งพักผ่อนบนชายหาด,I like listening to the sound of sea waves when relaxing on the beach,cʰ a5 n _ cʰ ᴐː3 p _ f a ŋ _ s iːa5 ŋ _ kʰl ɯː3 n _ tʰ a4 l eː _ w eː l aː _ n a3 ŋ _ pʰ a4 k pʰ ᴐː2 n _ b o n _ cʰ aː j h aː2 t,aɪ _ l aɪ k _ l ɪ s ə n ɪ ŋ _ t ə _ ð ə _ s aʊ n d _ ʌ v _ s iː _ w eɪ v z _ w ɛ n _ ɹ ɪ l æ k s ɪ ŋ _ ɑː n ð ə _ b iː tʃ
การดูแลต้นไม้ทำให้ฉันรู้สึกสงบและเชื่อมโยงกับธรรมชาติ,Taking care of plants makes me feel calm and connected to nature,k aː n _ d uː l ɛː _ t o3 n m aː4 j _ tʰ a m h a3 j _ cʰ a5 n _ r uː4 s ɯ2 k _ s a2 ŋ o2 p _ l ɛ4 _ cʰ ɯːa3 m j oː ŋ _ k a2 p _ tʰ a m m a4 cʰ aː3 t,t eɪ k ɪ ŋ _ k ɛ ɹ _ ʌ v _ p l æ n t s _ m eɪ k s _ m iː _ f iː l _ k ɑː m _ æ n d _ k ə n ɛ k t ᵻ d _ t ə _ n eɪ tʃ ɚ
คุณเคยลองอาหารจานนี้หรือยังฉันคิดว่าคุณน่าจะชอบมัน,Have you tried this dish yet? I think you might like it,kʰ u n _ kʰ ɤː j _ l ᴐː ŋ _ ʔ aː h aː5 n _ c aː n _ n iː4 _ r ɯː5 j a ŋ _ cʰ a5 n _ kʰ i4 t _ w aː3 _ kʰ u n _ n aː3 c a2 _ cʰ ᴐː3 p _ m a n,h æ v _ j uː _ t ɹ aɪ d _ ð ɪ s _ d ɪ ʃ _ j ɛ t ? _ aɪ _ θ ɪ ŋ k _ j uː _ m aɪ t _ l aɪ k _ ɪ t
เมื่อฝนหยุดตกเราจะออกไปเดินเล่นและสูดอากาศบริสุทธิ์,"When the rain stops, we'll go out for a walk and breathe fresh air",m ɯːa3 _ f o5 n _ j u2 t _ t o2 k _ r a w _ c a2 _ ʔ ᴐː2 k _ p a j _ d ɤː n l eː3 n _ l ɛ4 _ s uː2 t _ ʔ aː k aː2 t _ b ᴐː r i4 s u2 t,"w ɛ n _ ð ə _ ɹ eɪ n _ s t ɑː p s , _ w iː l _ ɡ oʊ _ aʊ t _ f ɚ ɹ ə _ w ɔː k _ æ n d _ b ɹ iː ð _ f ɹ ɛ ʃ _ ɛɹ"
ฉันอยากขอบคุณคุณสำหรับความช่วยเหลือและความกรุณาของคุณ,I want to thank you for your help and kindness,cʰ a5 n _ j aː2 k _ kʰ ᴐː2 p kʰ u n _ kʰ u n _ s a5 m r a2 p _ kʰw aː m _ cʰ uːa3 j l ɯːa5 _ l ɛ4 _ kʰw aː m _ k a2 r u4 n aː _ kʰ ᴐː5 ŋ _ kʰ u n,aɪ _ w ɑː n t _ t ə _ θ æ ŋ k _ j uː _ f ɔːɹ _ j ʊɹ _ h ɛ l p _ æ n d _ k aɪ n d n ə s
การวาดภาพเป็นวิธีที่ดีในการแสดงออกถึงความคิดสร้างสรรค์,Painting is a good way to express creativity,k aː n _ w aː3 t pʰ aː3 p _ p e n _ w i4 tʰ iː _ tʰ iː3 _ d iː _ n a j _ k aː n _ s a2 d ɛː ŋ ʔ ᴐː2 k _ tʰ ɯ5 ŋ _ kʰw aː m kʰ i4 t _ s aː3 ŋ s a5 n,p eɪ n t ɪ ŋ _ ɪ z _ ɐ _ ɡ ʊ d _ w eɪ _ t ʊ _ ɛ k s p ɹ ɛ s _ k ɹ iː eɪ t ɪ v ɪ ɾ i
ถ้าเรามองโลกในแง่ดีชีวิตก็จะมีความสุขมากขึ้น,"If we look at the world positively, life will be happier",tʰ aː3 _ r a w _ m ᴐː ŋ _ l oː3 k _ n a j _ ŋ ɛː3 _ d iː _ cʰ iː w i4 t _ k ᴐː3 _ c a2 _ m iː _ kʰw aː m s u2 k _ m aː3 k _ kʰ ɯ3 n,"ɪ f _ w iː _ l ʊ k _ æ t _ ð ə _ w ɜː l d _ p ɑː z ɪ t ɪ v l i , _ l aɪ f _ w ɪ l _ b iː _ h æ p ɪ ɚ"
ฉันกำลังเรียนรู้ที่จะเล่นดนตรีเพราะเป็นสิ่งที่ฉันรัก,I'm learning to play music because it's something I love,cʰ a5 n _ k a m l a ŋ _ r iːa n r uː4 _ tʰ iː3 _ c a2 _ l eː3 n d o n tr iː _ pʰr ᴐ4 _ p e n _ s i2 ŋ _ tʰ iː3 _ cʰ a5 n _ r a4 k,aɪ m _ l ɜː n ɪ ŋ _ t ə _ p l eɪ _ m j uː z ɪ k _ b ɪ k ʌ z _ ɪ t s _ s ʌ m θ ɪ ŋ _ aɪ _ l ʌ v
คุณสนใจที่จะเข้าร่วมกิจกรรมการกุศลกับพวกเราไหม,Are you interested in joining the charity event with us?,kʰ u n _ s o5 n c a j _ tʰ iː3 _ c a2 _ kʰ a3 w _ r uːa3 m _ k i2 t c a2 k a m _ k aː n _ k u2 s o5 n _ k a2 p _ pʰ uːa3 k r a w _ m a5 j,ɑːɹ _ j uː _ ɪ n t ɹ ə s t ᵻ d _ ɪ n _ dʒ ɔɪ n ɪ ŋ _ ð ə _ tʃ æ ɹ ɪ ɾ i _ ɪ v ɛ n t _ w ɪ ð _ ʌ s ?
การท่องเที่ยวทำให้เราได้พบประสบการณ์ใหม่และวัฒนธรรมที่แตกต่าง,Traveling allows us to experience new things and different cultures,k aː n tʰ ᴐː3 ŋ tʰ iːa3 w _ tʰ a m h a3 j _ r a w _ d aː3 j _ pʰ o4 p _ pr a2 s o2 p k aː n _ m a2 j _ l ɛ4 _ w a4 t tʰ a4 n a4 tʰ a m _ tʰ iː3 _ t ɛː2 k t aː2 ŋ,t ɹ æ v ə l ɪ ŋ _ ɐ l aʊ z _ ʌ s _ t ʊ _ ɛ k s p iə ɹ ɪ ə n s _ n uː _ θ ɪ ŋ z _ æ n d _ d ɪ f ɹ ə n t _ k ʌ l tʃ ɚ z
ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น,I think reading a book before bed helps me sleep better,cʰ a5 n _ kʰ i4 t _ w aː3 k aː n _ ʔ aː2 n n a5 ŋ s ɯː5 _ k ᴐː2 n _ n ᴐː n _ cʰ uːa3 j _ h a3 j _ l a2 p _ s a2 b aː j _ kʰ ɯ3 n,aɪ _ θ ɪ ŋ k _ ɹ iː d ɪ ŋ _ ɐ _ b ʊ k _ b ɪ f oːɹ _ b ɛ d _ h ɛ l p s _ m iː _ s l iː p _ b ɛ ɾ ɚ
ถ้าเราทำงานเป็นทีมเราจะสามารถเอาชนะอุปสรรคได้ง่ายขึ้น,"If we work as a team, we can overcome obstacles more easily",tʰ aː3 _ r a w _ tʰ a m ŋ aː n _ p e n _ tʰ iː m _ r a w _ c a2 _ s aː5 m aː3 t _ ʔ a w cʰ a4 n a4 _ ʔ u2 p a2 s a2 k _ d aː3 j _ ŋ aː3 j _ kʰ ɯ3 n,"ɪ f _ w iː _ w ɜː k _ æ z _ ɐ _ t iː m , _ w iː _ k æ n _ oʊ v ɚ k ʌ m _ ɑː b s t ə k əl z _ m oː ɹ _ iː z ɪ l i"
ฉันรู้สึกยินดีที่ได้พบคุณและหวังว่าเราจะได้พบกันอีก,I'm glad to have met you and hope we meet again,cʰ a5 n _ r uː4 s ɯ2 k _ j i n d iː _ tʰ iː3 _ d aː3 j _ pʰ o4 p _ kʰ u n _ l ɛ4 _ w a5 ŋ _ w aː3 _ r a w _ c a2 _ d aː3 j _ pʰ o4 p _ k a n _ ʔ iː2 k,aɪ m _ ɡ l æ d _ t ə _ h æ v _ m ɛ t _ j uː _ æ n d _ h oʊ p _ w iː _ m iː t _ ɐ ɡ ɛ n
คุณมีคำแนะนำอย่างไรบ้างในการพัฒนาทักษะการสื่อสาร,What suggestions do you have for improving communication skills?,kʰ u n _ m iː _ kʰ a m n ɛ4 n a m _ j aː2 ŋ r a j _ b aː3 ŋ _ n a j _ k aː n _ pʰ a4 t tʰ a4 n aː _ tʰ a4 k s a2 _ k aː n _ s ɯː2 s aː5 n,w ʌ t _ s ə dʒ ɛ s tʃ ə n z _ d uː _ j uː _ h æ v _ f ɔː ɹ _ ɪ m p ɹ uː v ɪ ŋ _ k ə m j uː n ɪ k eɪ ʃ ə n _ s k ɪ l z ?
การฟังเพลงโปรดช่วยให้ฉันผ่อนคลายหลังจากวันที่ยาวนาน,Listening to my favorite music helps me relax after a long day,k aː n _ f a ŋ _ pʰl eː ŋ _ pr oː2 t _ cʰ uːa3 j _ h a3 j _ cʰ a5 n _ pʰ ᴐː2 n kʰl aː j _ l a5 ŋ c aː2 k _ w a n tʰ iː3 _ j aː w n aː n,l ɪ s ə n ɪ ŋ _ t ə _ m aɪ _ f eɪ v ɚ ɹ ᵻ t _ m j uː z ɪ k _ h ɛ l p s _ m iː _ ɹ ɪ l æ k s _ æ f t ɚ ɹ _ ɐ _ l ɑː ŋ _ d eɪ
ฉันเชื่อว่าความพยายามและความตั้งใจจะนำพาเราไปสู่ความสำเร็จ,I believe that effort and determination will lead us to success,cʰ a5 n _ cʰ ɯːa3 _ w aː3 _ kʰw aː m pʰ a4 j aː j aː m _ l ɛ4 _ kʰw aː m _ t a3 ŋ c a j _ c a2 _ n a m pʰ aː _ r a w _ p a j _ s uː2 _ kʰw aː m s a5 m r e2 t,aɪ _ b ɪ l iː v _ ð æ t _ ɛ f ɚ t _ æ n d _ d ɪ t ɜː m ᵻ n eɪ ʃ ə n _ w ɪ l _ l iː d _ ʌ s _ t ə _ s ə k s ɛ s
